loggingSample(N),Run RotationX (rad/s),Run RotationY,Run RotationZ,Walk RotationX,Walk RotationY,Walk RotationZ,Static RotationX,Static RotationY,Static RotationZ,Hybrid RotationX,Hybrid RotationY,Hybrid RotationZ
345,-0.158673002,-0.13611656,0.811207923,-0.096352636,-0.001840244,0.083024047,-0.017529459,0.058462511,0.008972722,-0.090851699,-0.026498098,0.301068231
346,0.002345712,-0.069309833,0.821917825,-0.059312859,-0.010482202,0.068103687,-0.016296682,0.062082013,0.004157461,-0.024421276,-0.005903341,0.298059658
347,0.130985181,0.081450651,0.829852447,-0.017275926,-0.036153743,0.054235276,-0.016313726,0.062110776,0.008980978,0.032465176,0.035802561,0.297689567
348,0.188080958,0.259030499,0.83509994,0.045686262,-0.055786833,0.03655881,-0.016313726,0.062110776,0.008980978,0.072484498,0.088451481,0.293546576
349,0.22048071,0.468137381,0.819094874,0.114788901,-0.069358302,0.01643996,-0.020036559,0.064576596,0.013858824,0.105077684,0.154451892,0.283131219
350,0.291373525,0.653736539,0.743452311,0.150582052,-0.070728499,-0.003247459,-0.02746305,0.067060793,0.021188376,0.138164176,0.216689611,0.253797743
351,0.437821553,0.776959671,0.624424989,0.164144733,-0.062313708,-0.017814151,-0.040992707,0.069458171,0.012908075,0.186991193,0.261368045,0.206506304
352,0.659833314,0.82330187,0.477603054,0.160509252,-0.067240556,-0.02865588,-0.047122505,0.060963486,0.015336079,0.25774002,0.2723416,0.154761084
353,0.926479655,0.788196347,0.347908174,0.138430048,-0.079446623,-0.039341015,-0.054433947,0.048763012,0.008108793,0.336825252,0.252504245,0.105558651
354,1.227633107,0.711964692,0.263419389,0.102637962,-0.059965067,-0.042457446,-0.049492186,0.046317431,0.006835269,0.426926294,0.232772352,0.075932404
355,1.227633107,0.711964692,0.263419389,0.049577407,-0.051291417,-0.024952222,-0.044544032,0.041445977,0.006753244,0.410888827,0.234039751,0.081740137
356,1.512726366,0.617718084,0.215172231,0.002682868,-0.041429465,-0.011124024,-0.039629968,0.046292398,0.004316984,0.491926422,0.207527006,0.069455064
357,1.711210963,0.559239594,0.234389069,-0.015962189,-0.01335016,0.002505768,-0.033476734,0.047502272,0.004257596,0.553924013,0.197797235,0.080384144
358,1.731849662,0.50900705,0.382183856,-0.025953304,0.007420632,0.015999207,-0.029799707,0.048736381,0.007842477,0.558698884,0.188388021,0.135341847
359,1.492409642,0.391749398,0.669855854,-0.015020229,0.030609042,0.030486537,-0.02730113,0.042636676,0.005368134,0.483362761,0.154998372,0.235236842
360,1.015497412,0.224820597,0.951361835,0.007146326,0.035422439,0.025452097,-0.028514732,0.041399904,0.001756621,0.331376335,0.100547647,0.326190184
361,0.401958893,0.091692636,1.165812083,0.045340051,0.037778272,0.019024291,-0.033445841,0.041412421,0.003015764,0.137951034,0.05696111,0.395950713
362,-0.225083717,-0.014930214,1.334743581,0.045340051,0.037778272,0.019024291,-0.034708446,0.047503603,0.004270911,-0.071484037,0.023450554,0.452679594
363,-0.64493346,-0.118601749,1.42187156,0.105671569,0.043788494,0.01720189,-0.028529646,0.043840159,0.002976881,-0.189263846,-0.010324365,0.480683444
364,-0.828995708,-0.2306681,1.365325193,0.137777041,0.033956902,0.005945241,-0.016231701,0.046274288,0.005269863,-0.235816789,-0.050145637,0.458846766
365,-0.834000587,-0.347324942,1.181415011,0.161271182,0.021701567,-0.005232579,-0.016247679,0.049923884,0.005291435,-0.229659028,-0.09189983,0.393824622
366,-0.755026409,-0.431844354,0.893087876,0.181095753,0.004576909,-0.017605093,-0.026032133,0.038949796,-0.00069615,-0.199987596,-0.129439216,0.291595544
367,-0.656401298,-0.471610675,0.565019719,0.204621852,-0.005317267,-0.040827325,-0.033405361,0.038929024,-0.005439773,-0.161728269,-0.145999639,0.17291754
368,-0.561850557,-0.443110591,0.260305887,0.223292475,-0.028609541,-0.067693028,-0.033405361,0.038929024,-0.005439773,-0.123987814,-0.144263703,0.062391029
369,-0.491143364,-0.348633619,-0.000354999,0.238245592,-0.04582235,-0.09568871,-0.043265449,0.04136555,-0.006524745,-0.098721074,-0.117696806,-0.034189485
370,-0.463792167,-0.225921282,-0.225413949,0.243343948,-0.056984989,-0.130777188,-0.042025215,0.046180012,-0.014950454,-0.087491145,-0.078908753,-0.123713864
371,-0.49335432,-0.113585951,-0.364307654,0.238522561,-0.055950085,-0.162069598,-0.035882634,0.044992775,-0.008994827,-0.096904798,-0.04151442,-0.17845736
372,-0.578270011,-0.060484383,-0.449895792,0.238522561,-0.055950085,-0.162069598,-0.028495557,0.043782635,-0.006670153,-0.122747669,-0.024217278,-0.206211848
373,-0.690031963,-0.075400216,-0.52232898,0.238621631,-0.052494634,-0.194606768,-0.013706491,0.043752275,-0.009241702,-0.155038941,-0.028047525,-0.24205915
374,-0.785574997,-0.136568765,-0.596414393,0.215226559,-0.041614023,-0.209965485,-0.007593738,0.052275722,-0.006846188,-0.192647392,-0.041969022,-0.271075355
375,-0.828251355,-0.17951783,-0.666141011,0.183134936,-0.013692643,-0.225130323,-0.008795622,0.047396544,-0.009273393,-0.21797068,-0.048604643,-0.300181576
376,-0.828251355,-0.17951783,-0.666141011,0.173067121,0.031358456,-0.219934229,-0.019836289,0.03525759,-0.006813698,-0.225006841,-0.037633928,-0.297629646
377,-0.824377254,-0.194314353,-0.698825987,0.166659289,0.07284225,-0.200329102,-0.029661223,0.031597075,-0.010346381,-0.229126396,-0.029958343,-0.303167157
378,-0.77647471,-0.167573819,-0.694363594,0.152902731,0.110641294,-0.187900929,-0.040772197,0.036482377,-0.008991897,-0.221448059,-0.006816716,-0.297085473
379,-0.534574195,-0.034953723,-0.649173745,0.156379488,0.141194409,-0.163643526,-0.053074404,0.038885614,-0.016079634,-0.14375637,0.048375433,-0.276298968
380,-0.325379163,0.00862225,-0.649972694,0.185785047,0.158330519,-0.14095073,-0.053074404,0.038885614,-0.016079634,-0.06422284,0.068612794,-0.269001019
381,-0.071692297,0.055519452,-0.698258734,0.226351648,0.157213856,-0.117279755,-0.056759952,0.037665886,-0.017252756,0.032633133,0.083466398,-0.277597082
382,0.225174798,0.090175966,-0.75190625,0.221374733,0.146435777,-0.089555982,-0.050697266,0.054726629,-0.011189271,0.131950755,0.097112791,-0.284217168
383,0.439682303,0.09203938,-0.810885148,0.148942344,0.102640093,-0.102293882,-0.039665121,0.062049789,-0.005236574,0.182986509,0.085576421,-0.306138535
384,0.613541182,0.081874893,-0.853820098,0.148942344,0.102640093,-0.102293882,-0.035978507,0.062060176,-0.002864762,0.24216834,0.082191721,-0.319659581
385,0.734179717,0.11204984,-0.873033474,-0.015762984,0.045483329,-0.127376864,-0.039696014,0.063309464,0.002005893,0.22624024,0.073614211,-0.332801482
386,0.78185536,0.16453169,-0.835861338,-0.292391119,-0.017865017,-0.1898722,-0.042079543,0.045064148,0.001924667,0.149128233,0.063910274,-0.341269624
387,0.78185536,0.16453169,-0.835861338,-0.396832041,-0.0411248,-0.232288633,-0.042069956,0.043840425,0.000711597,0.114317788,0.055749105,-0.355812791
388,0.768988564,0.247585564,-0.782180532,-0.455882845,-0.025483256,-0.271350016,-0.045717155,0.032895632,0.000686829,0.089129521,0.084999313,-0.350947906
389,0.714474721,0.314596556,-0.773963881,-0.436193562,-0.004945756,-0.291940779,-0.042027345,0.034108169,0.000654072,0.078751271,0.114586323,-0.355083529
390,0.634444334,0.342404486,-0.816344628,-0.36122105,0.03388766,-0.294934704,-0.03464453,0.032905219,0.004184625,0.079526251,0.136399122,-0.369031569
391,0.455191755,0.271587037,-0.89078797,-0.248195428,0.094634897,-0.288564956,-0.026063026,0.040209471,0.006546316,0.0603111,0.135477135,-0.390935537
392,0.15824876,0.093698796,-0.988703348,-0.121518709,0.126213862,-0.275278978,-0.029825274,0.053609699,0.009077118,0.002301592,0.091174119,-0.418301736
393,-0.247968261,-0.21386595,-1.023497282,-0.027940555,0.133411854,-0.276247836,-0.038432344,0.051178766,0.007950068,-0.104780387,-0.009758443,-0.43059835
394,-0.628896703,-0.522899429,-0.892173879,0.015297197,0.113828831,-0.288887731,-0.047074568,0.054844873,0.00927073,-0.220224691,-0.118075242,-0.39059696
395,-0.960205927,-0.725444548,-0.642594672,0.011652129,0.100465355,-0.286515121,-0.054417968,0.045113416,0.008087221,-0.334323922,-0.193288592,-0.307007524
396,-1.144525703,-0.735980546,-0.400712533,-0.036446425,0.088546112,-0.253508967,-0.05562944,0.041457961,0.006873086,-0.412200523,-0.201992158,-0.215782805
397,-1.134386249,-0.642622902,-0.247139219,-0.113026687,0.099857888,-0.205589378,-0.05562944,0.041457961,0.006873086,-0.434347459,-0.167102351,-0.148618504
398,-0.945286366,-0.52108848,-0.234000247,-0.190882337,0.131772944,-0.170798907,-0.047001065,0.043852942,0.001970739,-0.394389923,-0.115154198,-0.134276138
399,-0.593284114,-0.367660041,-0.352659786,-0.249094512,0.168604729,-0.124133933,-0.048216798,0.045034853,-0.004038151,-0.296865141,-0.051340153,-0.16027729
400,-0.234991209,-0.204800816,-0.520769433,-0.287548161,0.214989272,-0.104153833,-0.045771483,0.051100469,-0.006440589,-0.189436951,0.020429642,-0.210454618
401,-0.070065371,-0.069525815,-0.655601018,-0.300017614,0.252693507,-0.107415407,-0.044557881,0.052337241,-0.002829076,-0.138213622,0.078501644,-0.255281834
402,-0.226282939,0.001534247,-0.801808828,-0.290196941,0.280512089,-0.132680017,-0.045809833,0.055995359,-0.001588309,-0.187429904,0.112680565,-0.312025718
403,-0.676642121,-0.003563576,-0.91755194,-0.261756777,0.289954859,-0.176340413,-0.044562142,0.047514256,0.004377438,-0.32765368,0.111301846,-0.363171638
404,-1.149523657,-0.000798948,-0.942571273,-0.261756777,0.289954859,-0.176340413,-0.039674709,0.058443336,0.001977131,-0.483651714,0.115866416,-0.372311518
405,-1.149523657,-0.000798948,-0.942571273,-0.261756777,0.289954859,-0.176340413,-0.037160152,0.043863861,0.005481851,-0.482813529,0.111006591,-0.371143278
406,-1.415010724,0.073068885,-0.840394837,-0.129650405,0.277208438,-0.251395749,-0.031023962,0.045102497,0.01024598,-0.525228364,0.131793273,-0.360514869
407,-1.39054666,0.225142041,-0.629959837,-0.091250019,0.252649565,-0.283305213,-0.028531776,0.041428667,0.006580138,-0.503442818,0.173073424,-0.302228304
408,-1.16688081,0.414999594,-0.373223917,-0.091062532,0.22335213,-0.300360096,-0.026086462,0.042664107,0.010178335,-0.428009935,0.227005277,-0.221135226
409,-0.864405631,0.593938186,-0.098110855,-0.131641917,0.205169664,-0.296410895,-0.029807164,0.04754142,0.011452924,-0.341951571,0.282216423,-0.127689609
410,-0.571674426,0.711117541,0.222565432,-0.191962782,0.182235852,-0.276600971,-0.031022897,0.043893156,0.011444668,-0.264886702,0.312415516,-0.014196957
411,-0.363309235,0.725905275,0.494115452,-0.253575014,0.164234215,-0.245896055,-0.031022897,0.043893156,0.011444668,-0.215969049,0.311344215,0.086554688
412,-0.25277793,0.647839768,0.681772701,-0.306587632,0.147468551,-0.210453642,-0.029846579,0.058475827,0.00910588,-0.196404047,0.284594715,0.160141646
413,-0.167451047,0.48536537,0.786007761,-0.33633088,0.151430535,-0.163083197,-0.028583974,0.052384645,0.007850733,-0.1774553,0.22972685,0.210258432
414,-0.051989964,0.266344871,0.796739768,-0.33633088,0.151430535,-0.163083197,-0.032271653,0.048753425,0.010280867,-0.140197499,0.15550961,0.214645813
415,0.135264082,0.008008924,0.754616549,-0.334020854,0.146856556,-0.113697537,-0.043342148,0.046325155,0.009180449,-0.08069964,0.067063545,0.21669982
416,0.281560576,-0.182135717,0.716953059,-0.300918028,0.142249288,-0.064644773,-0.053156429,0.040231576,0.005633385,-0.024171294,0.000115049,0.21931389
417,0.380502337,-0.2698685,0.70934068,-0.250609584,0.142518267,-0.010926151,-0.053130863,0.035358257,0.004398743,0.025587297,-0.030663992,0.234271091
418,0.380502337,-0.2698685,0.70934068,-0.190215216,0.115818745,0.009969011,-0.049444249,0.040198819,0.00076992,0.046947624,-0.037950312,0.240026537
419,0.406241522,-0.256399562,0.728434213,-0.123646308,0.099953496,0.012774118,-0.044546163,0.04386466,0.004355866,0.079349684,-0.037527135,0.248521399
420,0.377272987,-0.15868685,0.789609686,-0.0496083,0.057381268,0.026194054,-0.040906421,0.053614493,0.007991081,0.095586089,-0.01589703,0.274598274
421,0.336853659,0.006069344,0.87180043,0.039186818,0.022077872,0.037085583,-0.034737208,0.051174771,0.007910121,0.113767756,0.026440662,0.305598711
422,0.324810578,0.161055466,0.952421507,0.124178142,0.003867443,0.057764763,-0.034737208,0.051174771,0.007910121,0.138083837,0.07203256,0.339365464
423,0.350028849,0.273214495,0.99742094,0.150018527,-0.015438079,0.088722945,-0.026253708,0.077965106,0.014004499,0.157931223,0.111913841,0.366716128
424,0.427052528,0.379155842,1.028560484,0.152387143,-0.023733559,0.12602824,-0.018907112,0.084068539,0.018784074,0.186844186,0.146496941,0.391124266
425,0.552262112,0.450982362,1.058979376,0.147287722,-0.011361578,0.15991803,-0.012752813,0.079238896,0.025924009,0.22893234,0.172953227,0.414940472
426,0.691115337,0.502106,1.087923676,0.127470608,-0.00270231,0.180681365,-0.014028201,0.08535165,0.030796795,0.268185915,0.194918447,0.433133945
427,0.871890445,0.551903118,1.105555134,0.097804058,0.015620771,0.188344079,-0.018928417,0.079274316,0.030814105,0.316922029,0.215599402,0.441571106
428,1.145174981,0.583266101,1.107609496,0.058289139,0.032737973,0.196106128,-0.031169904,0.065877018,0.02604465,0.390764739,0.227293697,0.443253425
429,1.503499844,0.603581226,1.107474474,0.047200536,0.041208157,0.186629269,-0.03727307,0.056129848,0.022436067,0.50447577,0.233639744,0.438846603
430,1.909843365,0.639573049,1.09244306,0.047225037,0.042374355,0.178195304,-0.049544384,0.052443235,0.014106498,0.635841339,0.24479688,0.428248287
431,2.279126869,0.750655895,1.015551208,0.069514097,0.028867867,0.160994213,-0.044577056,0.045124335,0.011598333,0.768021303,0.274882699,0.396047918
432,2.484456323,0.920108042,0.907010882,0.069514097,0.028867867,0.160994213,-0.034686075,0.041428134,0.005440838,0.839761448,0.330134681,0.357815311
433,2.341313545,1.022141999,0.857306709,0.12009738,0.026257969,0.139933935,-0.024862207,0.051128166,0.001774198,0.812182906,0.366509378,0.333004947
434,2.341313545,1.022141999,0.857306709,0.175505245,0.028645493,0.141760864,-0.021173462,0.053550044,0.000542752,0.831881776,0.368112512,0.333203442
435,1.790875698,0.915033921,0.957883384,0.236982189,0.045667886,0.150842776,-0.013846041,0.066931097,0.001747833,0.671337282,0.342544301,0.370157998
436,0.148135939,0.414195585,1.145123849,0.34494887,0.116303707,0.182646778,-0.011365573,0.066899672,-0.003102316,0.160573079,0.199132988,0.441556104
437,-0.416838506,0.21854113,1.286335302,0.381742571,0.140680686,0.196861667,-0.007672567,0.064484185,0.000460993,-0.014256167,0.141235334,0.494552654
438,-0.611811193,0.113098859,1.522952904,0.385376987,0.146816875,0.206504707,-0.007635283,0.055968461,0.000410659,-0.078023163,0.105294732,0.576622757
439,-0.597013605,0.016450612,1.637982288,0.374197835,0.151817226,0.22715326,-0.00641955,0.05478655,0.00641955,-0.076411773,0.074351463,0.623851699
440,-0.521135618,-0.088734131,1.555757722,0.323647576,0.150748766,0.243368449,-0.00641955,0.05478655,0.00641955,-0.067969197,0.038933728,0.601848574
441,-0.511636921,-0.166298165,1.402064832,0.237480999,0.133846482,0.250229284,-0.018704712,0.042670499,0.012510199,-0.097620211,0.003406272,0.554934772
442,-0.58091666,-0.25835379,1.252755504,0.111961423,0.119297633,0.237030658,-0.026121616,0.043930973,0.018626681,-0.165025618,-0.031708395,0.502804281
443,-0.710403281,-0.314365927,1.017491055,-0.03448767,0.098717523,0.228845965,-0.037178261,0.040271789,0.015107314,-0.260689737,-0.058458872,0.420481445
444,-0.837588398,-0.292824682,0.732013235,-0.100957507,0.098717523,0.217506225,-0.058091799,0.040251283,0.008098407,-0.332212568,-0.051285292,0.319205956
445,-0.94674205,-0.216214326,0.504541461,-0.135402833,0.093852726,0.211820909,-0.069134597,0.035361187,0.00216009,-0.383759827,-0.029000138,0.239507487
446,-1.078307267,-0.112607772,0.312438064,-0.135402833,0.093852726,0.211820909,-0.074085946,0.03903049,0.004646683,-0.429265349,0.006758481,0.176301885
447,-1.220817278,-0.043037748,0.122664933,-0.135402833,0.093852726,0.211820909,-0.071584172,0.034132937,-0.000232228,-0.475934761,0.028315972,0.111417871
448,-1.326105352,-0.010190586,-0.09907625,-0.178437119,0.109469769,0.171380541,-0.061746455,0.03777188,-0.000317182,-0.522096309,0.045683688,0.023995703
449,-1.363532087,-0.013840715,-0.309706726,-0.189549159,0.115564413,0.171536336,-0.046991477,0.04262922,0.000757669,-0.533357574,0.048117639,-0.04580424
450,-1.363532087,-0.013840715,-0.309706726,-0.185907286,0.108405037,0.195570833,-0.03097283,0.040186036,0.001776062,-0.526804068,0.044916786,-0.037453277
451,-1.279003354,-0.040592967,-0.4976745,-0.17986484,0.100141515,0.238865576,-0.01629029,0.05965614,0.005348959,-0.491719495,0.039734896,-0.084486655
452,-1.069040266,-0.067143085,-0.630324157,-0.16891259,0.101561779,0.274929305,-0.012667592,0.069434735,0.013807691,-0.416873483,0.03461781,-0.113862387
453,-0.774389454,-0.066712185,-0.711881602,-0.170225262,0.09203938,0.309855597,-0.012667592,0.069434735,0.013807691,-0.319094103,0.03158731,-0.129406105
454,-0.421988794,-0.066106582,-0.75427087,-0.159230402,0.093387738,0.333860532,-0.020041885,0.065793128,0.013866015,-0.20042036,0.031024761,-0.135514774
455,-0.06476355,-0.065333733,-0.767772298,-0.144486077,0.091017791,0.346951034,-0.028671326,0.064607489,0.017569673,-0.079306984,0.030097182,-0.134417197
456,0.275092024,-0.037764157,-0.778517354,-0.133374037,0.084923147,0.346795239,-0.038456845,0.050012567,0.016384033,0.034420381,0.032390519,-0.138446027
457,0.480709099,-0.011287542,-0.791435816,-0.12205214,0.038625423,0.336755122,-0.040882985,0.046329682,0.010359697,0.105924658,0.024555854,-0.148106999
458,0.558081119,0.027651069,-0.776368183,-0.098437624,0.000808536,0.323014542,-0.048250886,0.040262202,0.011609518,0.13713087,0.022907269,-0.147248041
459,0.550394704,0.088535991,-0.767487606,-0.066072228,-0.057763431,0.298205599,-0.05438388,0.035395541,0.010441456,0.143312865,0.022056034,-0.15294685
460,0.550394704,0.088535991,-0.767487606,-0.017739316,-0.113862121,0.282884966,-0.05683239,0.03295795,0.009247827,0.158607666,0.00254394,-0.158451604
461,0.509505327,0.171102774,-0.80032385,0.069930615,-0.154174124,0.269643462,-0.054348726,0.0292985,0.007993744,0.175029072,0.01540905,-0.174228881
462,0.50191372,0.269261565,-0.864779006,0.150143163,-0.18591208,0.264973343,-0.049425074,0.032921198,0.004344415,0.20087727,0.038756894,-0.198487083
463,0.576951213,0.374400236,-0.968671317,0.182403099,-0.221362749,0.241506899,-0.046960585,0.036539369,-0.000484163,0.237464576,0.063192285,-0.242549527
464,0.727378802,0.450045196,-1.109724845,0.187459909,-0.233662825,0.219675903,-0.040828656,0.037785196,0.005485846,0.291336685,0.084722522,-0.294854365
465,0.908666303,0.512260634,-1.253602123,0.187459909,-0.233662825,0.219675903,-0.033465016,0.043859866,0.005441903,0.354220399,0.107485892,-0.342828106
466,1.087770544,0.517251397,-1.40623188,0.162985459,-0.250811451,0.195723964,-0.033504431,0.049964098,0.009095494,0.405750524,0.105468015,-0.400470807
467,1.209276204,0.442114302,-1.541828058,0.107599964,-0.244783919,0.177065059,-0.037221937,0.056043562,0.007965515,0.42655141,0.084457982,-0.452265828
468,1.216132512,0.30689283,-1.57283977,-0.002109756,-0.217952038,0.169967202,-0.036012596,0.057287525,0.012782907,0.392670053,0.048742772,-0.46336322
469,1.118148424,0.109236743,-1.483711492,-0.071214525,-0.187471361,0.169686771,-0.03845791,0.051221909,0.015185345,0.336158663,-0.009004236,-0.432946459
470,0.962163084,-0.155792261,-1.278595624,-0.115819278,-0.135055024,0.180122368,-0.043369845,0.043956805,0.020018982,0.267657987,-0.082296827,-0.359484758
471,0.768615987,-0.375072151,-0.955843935,-0.123520607,-0.081390198,0.202224474,-0.049485794,0.034231207,0.020028037,0.198536529,-0.140743714,-0.244530475
472,0.591412711,-0.412927654,-0.602060295,-0.114003535,-0.01804052,0.219374166,-0.049485794,0.034231207,0.020028037,0.142641127,-0.132245656,-0.120886031
473,0.460384919,-0.262602065,-0.303138572,-0.124103307,0.029479595,0.230614038,-0.054344465,0.02929131,0.006787865,0.093979049,-0.06794372,-0.021912223
474,0.36397609,0.043238285,-0.235190946,-0.142817606,0.087864342,0.226335403,-0.048148621,0.025599103,0.000670318,0.057669954,0.05223391,-0.002728408
475,0.2598401,0.246144262,-0.294371446,-0.176116441,0.116953252,0.202749916,-0.045707567,0.03167191,-0.000526241,0.012672031,0.131589808,-0.030715924
476,-0.013251623,0.256719941,-0.403497401,-0.214303774,0.145982773,0.168364778,-0.035880503,0.037743917,-0.000596814,-0.087811967,0.146815544,-0.078576479
477,-0.445748984,0.120146116,-0.532262305,-0.214303774,0.145982773,0.168364778,-0.029766684,0.045058022,0.002997388,-0.229939814,0.10372897,-0.120300046
478,-0.992610206,-0.101144728,-0.607233485,-0.252411212,0.16159449,0.127871147,-0.028547755,0.049908438,0.000601075,-0.424523058,0.036786067,-0.159587088
479,-0.992610206,-0.101144728,-0.607233485,-0.286879974,0.17850503,0.101815312,-0.028581844,0.059626313,-0.001753159,-0.436024008,0.045662205,-0.169057111
480,-1.573124995,-0.228748227,-0.684909106,-0.311532323,0.199090466,0.081703918,-0.028539233,0.049894057,-0.001810683,-0.637732184,0.006745432,-0.201671957
481,-2.084922771,-0.299234911,-0.760580698,-0.312675618,0.200150138,0.055195079,-0.027304325,0.046264701,0.001772067,-0.808300905,-0.017606691,-0.234537851
482,-2.559311922,-0.292380733,-0.712006504,-0.290463257,0.206093781,0.035697278,-0.019884226,0.041376202,-0.000748348,-0.956553135,-0.01497025,-0.225685858
483,-2.379379438,-0.194067478,-0.514418593,-0.253400044,0.209487713,-0.000857005,-0.011269699,0.040171921,0.002768889,-0.881349727,0.018530719,-0.17083557
484,-1.944803213,-0.041149301,-0.296351772,-0.201509415,0.19346587,-0.026833212,-0.011269699,0.040171921,0.002768889,-0.719194109,0.06416283,-0.106805365
485,-1.304373425,0.111280452,-0.125126227,-0.145928977,0.178656564,-0.052842176,-0.00142346,0.038966308,0.00627281,-0.483908621,0.109634441,-0.057231864
486,-0.567752921,0.222352113,0.062904398,-0.08788618,0.155393585,-0.068075191,-0.001420264,0.040168459,0.003868241,-0.219019788,0.139304719,-0.000434184
487,0.159078868,0.317626701,0.252153951,-0.033541715,0.130932451,-0.080863691,-0.005142031,0.046255113,0.003944142,0.040131707,0.164938088,0.058411467
488,0.71386832,0.367738072,0.386325338,0.010970359,0.096785666,-0.087573791,-0.002703109,0.049916427,0.00635084,0.240711857,0.171480055,0.101700796
489,1.019029296,0.373957884,0.461441128,0.071491494,0.061419419,-0.092052429,-0.003955061,0.053574545,0.007591607,0.362188576,0.162983949,0.125660102
490,1.067007475,0.329325701,0.533008523,0.071491494,0.061419419,-0.092052429,-0.01009125,0.052335909,0.002827478,0.376135906,0.147693676,0.147927857
491,0.897232553,0.236188833,0.59338052,0.128221619,0.038294392,-0.084360421,-0.022409435,0.053558566,0.001761947,0.334348246,0.109347264,0.170260682
492,0.897232553,0.236188833,0.59338052,0.209688249,-0.00435054,-0.081873295,-0.032237565,0.048695901,0.000633832,0.358227746,0.093511398,0.170713686
493,0.648776135,0.134434508,0.623201533,0.234480149,-0.038454448,-0.084752705,-0.032234369,0.045067876,0.004229899,0.283673972,0.047015979,0.180892909
494,0.446757257,0.097249588,0.67701523,0.248198358,-0.076188778,-0.086327965,-0.022392391,0.043869454,0.008939699,0.224187741,0.021643421,0.199875655
495,0.335400372,0.132029141,0.778502973,0.250783222,-0.09813216,-0.093719302,-0.01992151,0.045061751,0.00530262,0.188754028,0.026319577,0.230028764
496,0.295303819,0.20084469,0.887860889,0.239702075,-0.098127366,-0.094805339,-0.011306983,0.043857469,0.008819857,0.174566304,0.048858264,0.267291802
497,0.271232304,0.250300657,1.017430601,0.238454384,-0.084816088,-0.106771721,-0.006396114,0.047501739,0.008788165,0.167763525,0.070995436,0.306482348
498,0.276825209,0.274191875,1.14894149,0.251911603,-0.058110175,-0.113995279,-0.005195295,0.053590258,0.010016681,0.174513839,0.089890653,0.348320964
499,0.343030861,0.264977338,1.247047018,0.241941793,-0.018054634,-0.130533776,-0.018750518,0.056030779,0.008971657,0.188740712,0.100984494,0.375161633
500,0.502915868,0.249507035,1.332045799,0.206177404,0.013455621,-0.156490009,-0.030999461,0.051098871,-0.00418862,0.22603127,0.104687176,0.390455723
501,0.7551601,0.246044659,1.406470765,0.160590212,0.034056504,-0.177580913,-0.030971765,0.048637045,-0.009026518,0.294926182,0.109579403,0.406621111
502,1.083771541,0.270271436,1.445265033,0.11873757,0.04854916,-0.202365355,-0.029716617,0.046181078,-0.012671853,0.390930831,0.121667225,0.410075942
503,1.466506939,0.327163747,1.463167601,0.05717221,0.069109829,-0.232930189,-0.021109546,0.043781836,-0.005544169,0.500856534,0.146685137,0.408231081
504,1.839354551,0.427595813,1.436818019,0.010479006,0.067764134,-0.262578362,-0.016219983,0.052292233,-0.005547098,0.611204525,0.182550727,0.389564186
505,2.101450349,0.537635499,1.370724486,-0.010398312,0.084588121,-0.300839465,-0.016219983,0.052292233,-0.005547098,0.691610685,0.224838618,0.354779308
506,2.132991231,0.676076999,1.336227495,-0.017724669,0.094148603,-0.33084903,-0.012533369,0.05230262,-0.003175287,0.700911064,0.274176074,0.334067726
507,1.837956924,0.821198505,1.346295043,-0.00423123,0.113548134,-0.33932161,-0.022338063,0.044985318,-0.007935421,0.603795877,0.326577319,0.333012671
508,1.230472569,0.864541452,1.371199594,-0.00423123,0.113548134,-0.33932161,-0.018681276,0.049876214,-0.003123089,0.402520021,0.342655267,0.342918298
509,0.49414741,0.773161737,1.425645259,0.014196513,0.129307124,-0.345457267,-0.018664232,0.045017276,-0.001945972,0.163226564,0.315828712,0.359414007
510,-0.176416579,0.580674579,1.467935458,0.095423459,0.13174578,-0.330645298,-0.023635821,0.052343366,0.001768073,-0.034876314,0.254921242,0.379686078
511,-0.532614907,0.346320398,1.478850424,0.170473735,0.130599023,-0.306141286,-0.017516676,0.063271115,-0.00064555,-0.126552616,0.180063512,0.390687863
512,-0.532614907,0.346320398,1.478850424,0.241855507,0.118543425,-0.275632645,-0.018776085,0.065734273,0.004205664,-0.103178495,0.176866032,0.402474481
513,-0.598143051,0.103222526,1.501043078,0.27155721,0.079632778,-0.267741167,-0.022473351,0.063326775,0.007848868,-0.116353064,0.082060693,0.413716926
514,-0.496134927,-0.142511076,1.517792763,0.237413354,0.022334867,-0.294235625,-0.032298285,0.05966626,0.004316185,-0.097006619,-0.020169983,0.409291108
515,-0.364715917,-0.319193172,1.491221073,0.151567422,-0.025297101,-0.340613243,-0.039657664,0.058414574,-0.002846387,-0.08426872,-0.095358566,0.382587148
516,-0.273841137,-0.462192672,1.394143259,0.004211523,-0.100763629,-0.373225781,-0.039657664,0.058414574,-0.002846387,-0.103095759,-0.168180576,0.33935703
517,-0.288940461,-0.542206282,1.233467027,-0.114935375,-0.165189757,-0.385579919,-0.044538706,0.054719971,-0.01125585,-0.149471514,-0.217558689,0.278877086
518,-0.454680428,-0.50912849,1.040113543,-0.231743484,-0.19921963,-0.400192684,-0.042002844,0.044934718,-0.019781162,-0.242808919,-0.221137801,0.206713232
519,-0.767445794,-0.373696362,0.850154523,-0.231743484,-0.19921963,-0.400192684,-0.039529833,0.048538508,-0.027021498,-0.346239704,-0.174792495,0.140980114
