loggingSample(N),Run RotationX (rad/s),Run RotationY,Run RotationZ,Walk RotationX,Walk RotationY,Walk RotationZ,Static RotationX,Static RotationY,Static RotationZ,Hybrid RotationX,Hybrid RotationY,Hybrid RotationZ
868,0.212308267,-0.442955861,0.418341595,-0.138762411,0.099328185,0.109397065,-0.03963849,0.046306779,0.006728743,0.011302455,-0.099106966,0.178155801
869,0.212308267,-0.442955861,0.418341595,-0.123872144,0.100334594,0.076685724,-0.03963849,0.046306779,0.006728743,0.016265878,-0.098771496,0.167252021
870,0.382987865,-0.287683716,0.37399943,-0.0929611,0.09164896,0.053390787,-0.035957202,0.052363872,0.00310711,0.084689854,-0.047890295,0.143499109
871,0.55467973,-0.119967151,0.376745149,-0.049710565,0.081704717,0.025131985,-0.032300416,0.062084943,0.001918808,0.15755625,0.007940836,0.134598647
872,0.783849802,0.080986196,0.455029568,0.004765993,0.037699975,-0.001036236,-0.037210219,0.057231332,0.003149188,0.250468525,0.058639168,0.15238084
873,1.076003367,0.233289449,0.545611933,0.080092173,0.008314123,-0.020109263,-0.040910682,0.058451859,0.003196326,0.371728286,0.100018477,0.176232999
874,1.400411541,0.351358566,0.612735044,0.132081871,-0.02357297,-0.054620102,-0.042124284,0.052384911,0.005585448,0.496789709,0.126723502,0.18790013
875,1.737267863,0.44141975,0.677147856,0.154422064,-0.05165627,-0.068289842,-0.0360094,0.058489675,0.010378339,0.618560176,0.149417718,0.206412118
876,2.071701241,0.504849323,0.763134936,0.169332571,-0.073627349,-0.078226096,-0.032395224,0.077943002,0.009247561,0.736212863,0.169721659,0.231385467
877,2.329914417,0.547586933,0.834148925,0.170562152,-0.076040173,-0.074636155,-0.032395224,0.077943002,0.009247561,0.822693782,0.183163254,0.256253444
878,2.434328707,0.5720992,0.882601945,0.170562152,-0.076040173,-0.074636155,-0.033657829,0.079204009,0.016503343,0.857077677,0.191754345,0.274823044
879,2.334532338,0.560178358,0.906520328,0.17177682,-0.080842918,-0.063825319,-0.031223167,0.087702688,0.014115286,0.825028664,0.189012709,0.285603432
880,2.094678729,0.51882426,0.866666655,0.158063937,-0.063645822,-0.038254711,-0.042249985,0.074332821,0.014156033,0.736830894,0.176503753,0.280855992
881,1.784473725,0.4959019,0.845768031,0.135775942,-0.056178851,-0.013854297,-0.045866292,0.062128352,0.006888799,0.624794458,0.1672838,0.279600844
882,1.522869281,0.559789004,0.906847098,0.118417991,-0.04268488,0.002087652,-0.044571729,0.048737978,0.005590508,0.532238514,0.188614034,0.304841753
883,1.368125507,0.677195526,0.985172263,0.112087923,-0.021860558,0.025188178,-0.045744852,0.040187633,-0.000475907,0.478156193,0.231840867,0.336628178
884,1.252978677,0.732667307,1.088028072,0.107053483,-0.010805776,0.042188466,-0.046977629,0.041398307,-0.00166128,0.437684844,0.254419946,0.376185086
885,1.015369048,0.602322616,1.221262293,0.095905225,-0.002234925,0.049593918,-0.045727807,0.040158871,-0.005299424,0.355182155,0.213415521,0.421852262
886,0.537052266,0.363572089,1.29014309,0.076115807,0.023283218,0.041516817,-0.046944606,0.037719948,-0.006506369,0.188741156,0.141525085,0.441717846
887,-0.113486881,0.076339513,1.359394599,0.100694653,0.042670765,0.032924394,-0.046956324,0.041362354,-0.007690677,-0.019916184,0.053457544,0.461542772
888,-0.69923638,-0.175116157,1.523413365,0.122794097,0.070540746,0.01837954,-0.042030541,0.042566369,-0.008942629,-0.206157608,-0.020669681,0.510950092
889,-1.082186961,-0.321003589,1.677419443,0.136391931,0.082518845,-0.010636133,-0.03464453,0.04256557,-0.007816644,-0.326813187,-0.065306391,0.552988889
890,-1.082186961,-0.321003589,1.677419443,0.134149017,0.073696592,-0.062512647,-0.028515797,0.047439421,-0.005442702,-0.325517914,-0.066622525,0.536488031
891,-1.082186961,-0.321003589,1.677419443,0.122077973,0.060011672,-0.115517275,-0.022373216,0.051082359,-0.00548771,-0.327494068,-0.069969853,0.518804819
892,-1.297018573,-0.392019709,1.563568241,0.103919742,0.032929987,-0.172152059,-0.022373216,0.051082359,-0.00548771,-0.405157349,-0.102669121,0.461976157
893,-1.295468347,-0.318898361,1.381905768,0.103919742,0.032929987,-0.172152059,-0.023587884,0.051054929,-0.010297911,-0.405045496,-0.078304482,0.399818599
894,-1.332021298,-0.22534231,1.152543149,0.062327024,0.003512443,-0.21648943,-0.023620907,0.059563462,-0.011453457,-0.43110506,-0.054088802,0.308200087
895,-1.421565562,-0.138927527,0.940592278,-0.000182427,-0.036788108,-0.253429871,-0.033511888,0.068089839,-0.011296597,-0.485086626,-0.035875265,0.225288603
896,-1.539317763,-0.103403887,0.757586772,-0.070116238,-0.077023146,-0.280643383,-0.035972116,0.069294653,-0.013674533,-0.548468706,-0.037044127,0.154422952
897,-1.638513323,-0.101848069,0.593474264,-0.138929125,-0.107412211,-0.288518617,-0.039626772,0.057154899,-0.010088853,-0.60568974,-0.050701794,0.098288931
898,-1.674879853,-0.108832741,0.435867591,-0.175853853,-0.108624748,-0.29415573,-0.043378367,0.063291888,-0.001571798,-0.631370691,-0.051388534,0.046713354
899,-1.639803891,-0.124352845,0.287085303,-0.179681082,-0.103567672,-0.262734157,-0.048249821,0.048713211,0.000806938,-0.622578265,-0.059735769,0.008386028
900,-1.639803891,-0.124352845,0.287085303,-0.152857191,-0.068116204,-0.229053958,-0.049497512,0.047533963,0.00684246,-0.614052865,-0.048311695,0.021624602
901,-1.532098466,-0.126598422,0.132772961,-0.129642149,-0.038844069,-0.212252075,-0.055628375,0.045078795,0.00207114,-0.57245633,-0.040121232,-0.025802658
902,-1.364083894,-0.116758309,-0.024531708,-0.129695412,-0.036339099,-0.2001789,-0.058082212,0.043857736,0.000884702,-0.517287173,-0.036413224,-0.074608635
903,-1.142019934,-0.086202263,-0.166623603,-0.166635055,-0.039941557,-0.198595118,-0.058099256,0.043886498,0.005708219,-0.455584748,-0.027419107,-0.119836834
904,-0.8795726,-0.003321761,-0.299198692,-0.240576124,-0.044627123,-0.180942621,-0.055657137,0.053580138,-0.000290285,-0.391935287,0.001877085,-0.160143866
905,-0.587702661,0.111156615,-0.431906406,-0.326807683,-0.050551857,-0.169193554,-0.043347474,0.057202037,-0.00281363,-0.319285939,0.039268932,-0.20130453
906,-0.295962685,0.242759917,-0.548837021,-0.379776625,-0.054108243,-0.162613149,-0.043347474,0.057202037,-0.00281363,-0.239695595,0.081951237,-0.238087933
907,-0.039926377,0.365922062,-0.659402414,-0.392205598,-0.02371758,-0.168329624,-0.037184653,0.057188189,-0.004086088,-0.156438876,0.13313089,-0.277272709
908,0.23095652,0.486541688,-0.78581841,-0.367680015,0.003005111,-0.170849507,-0.037124998,0.047427171,-0.00896713,-0.057949498,0.178991323,-0.321878349
909,0.41446563,0.60108691,-0.925795489,-0.30142323,0.066156916,-0.177224049,-0.035857067,0.040119457,-0.010229468,0.025728444,0.235787761,-0.371083002
910,0.559922695,0.692508969,-1.073937553,-0.18836352,0.126846629,-0.180501336,-0.035837892,0.037672012,-0.012655608,0.111907094,0.28567587,-0.422364832
911,0.684492854,0.753676985,-1.199121304,-0.033454363,0.17667171,-0.162590246,-0.03709091,0.037709296,-0.006612895,0.204649194,0.322685997,-0.456108148
912,0.783289739,0.772452537,-1.297747747,0.154786651,0.217880399,-0.15594193,-0.044501422,0.036543896,0.000695085,0.297858323,0.342292277,-0.484331531
913,0.887052886,0.75613748,-1.364077236,0.154786651,0.217880399,-0.15594193,-0.04577681,0.04265665,0.005567871,0.332020909,0.33889151,-0.504817098
914,1.024178785,0.700965304,-1.412908158,0.267965671,0.249387726,-0.15698003,-0.049463424,0.037816089,0.009196694,0.414227011,0.329389706,-0.520230498
915,1.202068358,0.623815658,-1.468337329,0.278961597,0.244696567,-0.125775772,-0.049495381,0.04511528,0.009239837,0.477178191,0.304542502,-0.528291088
916,1.420665148,0.52599136,-1.515887005,0.216037758,0.240114066,-0.088949048,-0.04706285,0.051202468,0.010455038,0.529880019,0.272435965,-0.531460338
917,1.614716114,0.405101157,-1.559689347,0.149616923,0.20380506,-0.069151641,-0.045895054,0.06579952,0.010528008,0.572812661,0.224901912,-0.53943766
918,1.699315155,0.264721142,-1.626539218,0.042642269,0.163760971,-0.070642212,-0.037291179,0.067028303,0.014059626,0.568222082,0.165170139,-0.561040601
919,1.621844864,0.045154695,-1.740333961,-0.049501773,0.119993783,-0.081961179,-0.033630132,0.071912007,0.017666079,0.51290432,0.079020162,-0.60154302
920,1.621844864,0.045154695,-1.740333961,-0.110753946,0.069988406,-0.114148943,-0.035991291,0.047591221,0.018754779,0.491699876,0.054244774,-0.611909375
921,1.365044229,-0.239060253,-1.914065541,-0.121618844,0.037024597,-0.135929074,-0.040877659,0.04511315,0.010352506,0.400849242,-0.052307502,-0.679880703
922,0.96537459,-0.509853935,-2.105467461,-0.109152587,0.022269087,-0.160266105,-0.040830787,0.035373703,0.009089102,0.271797072,-0.150737048,-0.752214821
923,-0.102849417,-0.98927726,-2.105177443,-0.0931382,0.034323619,-0.176043736,-0.039556464,0.030470291,0.003017628,-0.078514694,-0.308161117,-0.759401184
924,-0.102849417,-0.98927726,-2.105177443,-0.0931382,0.034323619,-0.176043736,-0.039556464,0.030470291,0.003017628,-0.078514694,-0.308161117,-0.759401184
925,-1.273850936,-0.593552028,-1.630798678,-0.084608894,0.067074375,-0.190413355,-0.035828305,0.026787938,-0.001867409,-0.464762712,-0.166563238,-0.607693147
926,-1.639137035,-0.205031979,-1.207370179,-0.081132137,0.116948192,-0.19015849,-0.026018285,0.037718883,-0.0031151,-0.582095819,-0.016788301,-0.466881256
927,-1.846710735,0.118020381,-0.719711029,-0.09735425,0.157168582,-0.180101062,-0.013748036,0.052275189,-0.007985489,-0.65260434,0.109154717,-0.302599193
928,-1.929808285,0.297454854,-0.427165446,-0.1480643,0.187765906,-0.157669523,-0.010086989,0.057158894,-0.004379036,-0.695986525,0.180793218,-0.196404668
929,-1.934988666,0.372755734,-0.448372198,-0.201273992,0.216011925,-0.12196106,-0.016329705,0.070590547,0.003001915,-0.717530788,0.219786069,-0.189110448
930,-1.865623972,0.370817485,-0.557654214,-0.226114893,0.223632561,-0.072210548,-0.02000247,0.064519072,0.004211789,-0.703913778,0.219656373,-0.208550991
931,-1.687853708,0.293869174,-0.579318764,-0.232452418,0.228771397,-0.027497671,-0.027401264,0.064541443,0.006703443,-0.649235797,0.195727338,-0.200037664
932,-1.687853708,0.293869174,-0.579318764,-0.220237563,0.224100478,0.00731091,-0.032331308,0.063344618,0.009161274,-0.646807526,0.193771423,-0.187615527
933,-1.687853708,0.293869174,-0.579318764,-0.201726729,0.203492938,0.022665365,-0.032331308,0.063344618,0.009161274,-0.640637248,0.186902243,-0.182497375
934,-1.164371047,0.024350347,-0.603436084,-0.178168673,0.171809044,0.017401894,-0.032331308,0.063344618,0.009161274,-0.458290343,0.086501336,-0.192290972
935,-0.885582289,-0.082926309,-0.59381355,-0.158284447,0.135263017,0.012149607,-0.032425052,0.07316316,0.023689351,-0.358763929,0.041833289,-0.185991531
936,-0.651838238,-0.111685786,-0.480751709,-0.143316416,0.096289252,0.006936203,-0.031210384,0.068360416,0.034500187,-0.275455013,0.017654627,-0.14643844
937,-0.498529375,-0.097463706,-0.313513981,-0.12343219,0.059743225,0.001683917,-0.034893802,0.064722005,0.035724442,-0.218951789,0.009000508,-0.092035207
938,-0.452324063,-0.097709782,-0.142792306,-0.098648813,0.025653698,0.001216266,-0.047169377,0.056212406,0.034601387,-0.199380751,-0.005281226,-0.035658218
939,-0.484973885,-0.107487845,0.048018126,-0.072725337,0.013453225,-0.000341151,-0.052046157,0.047680437,0.030986678,-0.20324846,-0.015451394,0.026221218
940,-0.535792591,-0.141914528,0.182208155,-0.034490067,0.002455967,-0.002024535,-0.058152519,0.046391467,0.017781394,-0.209478392,-0.031022365,0.065988338
941,-0.543376741,-0.172975509,0.276159685,0.022110096,0.010946391,0.003442668,-0.055621984,0.042652922,0.003262639,-0.19229621,-0.039792065,0.094288331
942,-0.473273553,-0.199441205,0.337948218,0.022110096,0.010946391,0.003442668,-0.045748048,0.043815658,-0.004071973,-0.165637168,-0.048226385,0.112439638
943,-0.359996529,-0.211570838,0.363180604,0.102134092,0.019375562,0.002627475,-0.034659444,0.045005825,-0.006596384,-0.097507294,-0.04906315,0.119737232
944,-0.198746652,-0.199493669,0.375978691,0.145183292,0.025469141,0.011844409,-0.023526099,0.038875228,-0.012781575,-0.025696486,-0.045049767,0.125013842
945,0.005577991,-0.176535889,0.384757802,0.173426382,0.036452017,0.022455774,-0.018648253,0.046197855,-0.007968178,0.05345204,-0.031295339,0.133081799
946,0.245563693,-0.149895223,0.405231119,0.183265164,0.034051444,0.029570143,-0.018652514,0.046205046,-0.006762299,0.136725448,-0.023212911,0.142679654
947,0.454791748,-0.129318309,0.42358962,0.173405076,0.031657795,0.034485806,-0.022342324,0.040162333,-0.000728907,0.2019515,-0.01916606,0.15244884
948,0.656640184,-0.106336294,0.436013,0.156199458,0.026781547,0.029819947,-0.032237565,0.043865725,0.006634467,0.260200692,-0.011896341,0.157489138
949,0.656640184,-0.106336294,0.436013,0.130358007,0.027975708,0.021665614,-0.040868071,0.043889427,0.009139436,0.24871004,-0.011490386,0.155606017
950,0.855984715,-0.085698393,0.462919183,0.111880196,0.03524454,0.013467339,-0.040878724,0.046322491,0.009153817,0.308995396,-0.001377121,0.16184678
951,1.044194837,-0.057720555,0.494811868,0.11919803,0.04501914,0.021886124,-0.037197436,0.04754941,0.011532819,0.375398477,0.011615998,0.176076937
952,1.215044877,-0.013830062,0.540249125,0.157214921,0.074239344,0.032498821,-0.037213415,0.051199006,0.011554391,0.445015461,0.037202763,0.194767446
953,1.365031446,0.021502629,0.575009503,0.205165403,0.094861265,0.030895864,-0.031014375,0.043878775,0.00903291,0.513060825,0.053414223,0.204979426
954,1.485544279,0.049474609,0.594369885,0.24699674,0.104555438,0.031706531,-0.027287281,0.041405763,0.002949185,0.568417913,0.06514527,0.2096752
955,1.588776925,0.084771613,0.615165711,0.24699674,0.104555438,0.031706531,-0.027287281,0.041405763,0.002949185,0.602828795,0.076910938,0.216607142
956,1.696832023,0.132314898,0.650450731,0.282647145,0.115501563,0.037414484,-0.022370021,0.04262416,0.004108991,0.652369716,0.09681354,0.230658069
957,1.82070976,0.201896639,0.712221421,0.315826671,0.11559504,0.058760785,-0.023586819,0.040185237,0.002902047,0.704316537,0.119225639,0.257961418
958,1.93956158,0.268028255,0.806582545,0.345240752,0.123056418,0.091043091,-0.023603863,0.049874349,-0.004275705,0.753732823,0.146986341,0.29778331
959,2.030014781,0.340345063,0.913344678,0.347639195,0.114710604,0.11990723,-0.024819596,0.046226085,-0.004283961,0.784278127,0.167093917,0.342989316
960,2.071337986,0.400406004,0.996449951,0.298350475,0.099099953,0.145669852,-0.019903401,0.048653823,-0.004322843,0.783261687,0.182719927,0.379265653
961,2.080998869,0.421248968,1.025406768,0.23060951,0.085884815,0.161999556,-0.021253357,0.071798024,0.00065061,0.763451674,0.192977269,0.396018978
962,2.031811349,0.368033683,1.069034673,0.177713006,0.053225139,0.18408382,-0.025006017,0.079144354,0.007968977,0.728172779,0.166801059,0.42036249
963,2.031811349,0.368033683,1.069034673,0.150571666,0.049705505,0.201237507,-0.028768265,0.092544582,0.010499779,0.717871583,0.17009459,0.426923986
964,1.884261572,0.26632836,1.124293135,0.112374745,0.046147522,0.21006988,-0.036139362,0.085274951,0.014154169,0.653498985,0.132583611,0.449505728
965,1.560597219,0.22877912,1.096219423,0.013866547,0.042582881,0.207495935,-0.04100549,0.079140093,0.004524444,0.511152759,0.116834031,0.436079934
966,1.060751177,0.225310619,1.041310101,-0.058766112,0.047426904,0.191428019,-0.04100549,0.079140093,0.004524444,0.320326525,0.117292539,0.412420855
967,0.41911764,0.169100609,1.093733095,-0.101962318,0.048826662,0.21481297,-0.038504782,0.075451881,-0.001553156,0.092883513,0.097793051,0.435664303
968,-0.286757735,0.07102118,1.253920104,-0.118060861,0.045366949,0.243905608,-0.02981036,0.060829795,-0.004144411,-0.144876319,0.059072641,0.497893767
969,-1.172829512,-0.011754927,1.501754941,-0.150178051,0.054010771,0.259978585,-0.026067287,0.049877012,-0.004249074,-0.449691617,0.030710952,0.585828151
970,-1.328089141,-0.035630166,1.551524095,-0.171175744,0.062585085,0.266284684,-0.029710225,0.038925029,-0.00547972,-0.50965837,0.021959983,0.604109686
971,-1.352378235,-0.079657545,1.508119896,-0.171175744,0.062585085,0.266284684,-0.029677202,0.035246671,-0.010324809,-0.517743727,0.00605807,0.58802659
972,-1.295013213,-0.147325539,1.390141593,-0.177312999,0.057725615,0.266322501,-0.039533028,0.037676006,-0.01261566,-0.50395308,-0.017307973,0.547949478
973,-1.146291645,-0.226314098,1.225289791,-0.223875175,0.018724952,0.246098455,-0.040763675,0.041298172,-0.01740429,-0.470310165,-0.055430325,0.484661319
974,-1.146291645,-0.226314098,1.225289791,-0.29143824,-0.012903548,0.234585077,-0.038366298,0.0534824,-0.013741379,-0.492032061,-0.061911749,0.482044496
975,-1.146291645,-0.226314098,1.225289791,-0.335572146,-0.050640008,0.222782746,-0.028597823,0.063275909,-0.001731587,-0.503487205,-0.071226066,0.48211365
976,-0.705026891,-0.303054416,0.875215934,-0.320728751,-0.068875205,0.227338616,-0.023754065,0.080316411,0.000727576,-0.349836569,-0.097204403,0.367760709
977,-0.494047275,-0.273695728,0.734442571,-0.265368823,-0.065199243,0.241231528,-0.02626223,0.087639838,0.004414988,-0.261892776,-0.083751711,0.326696362
978,-0.373309671,-0.206254103,0.640687582,-0.197701361,-0.065143051,0.262204987,-0.025046497,0.091288102,0.004423244,-0.198685843,-0.060036351,0.302438604
979,-0.403099791,-0.134590569,0.617313816,-0.135003359,-0.050519101,0.277288599,-0.034872497,0.084006753,0.005692507,-0.190991882,-0.033700972,0.300098307
980,-0.567179543,-0.08325441,0.630239735,-0.068501563,-0.048157942,0.276583927,-0.038486672,0.064553427,0.006823285,-0.224722593,-0.022286308,0.304548982
981,-0.747215091,-0.067014987,0.670865459,-0.016676981,-0.061653244,0.266298532,-0.040888311,0.052376389,0.004366253,-0.268260128,-0.025430614,0.313843415
982,-0.842265707,-0.052069593,0.71297696,-0.009023589,-0.099539108,0.238260506,-0.045801311,0.051150802,0.002000567,-0.299030202,-0.033485966,0.317746011
983,-0.843738169,-0.010605506,0.730117064,-0.035905004,-0.122818065,0.205858091,-0.050654656,0.035334022,0.000754474,-0.310099276,-0.032696516,0.31224321
984,-0.788617925,0.042984219,0.750334186,-0.072628398,-0.149728775,0.174746511,-0.050654656,0.035334022,0.000754474,-0.303966993,-0.023803511,0.308611724
985,-0.705172566,0.096550508,0.771450922,-0.097100718,-0.169296085,0.15319195,-0.051852279,0.030447654,-0.002878611,-0.284708521,-0.014099308,0.307254754
986,-0.626517701,0.140231677,0.766034053,-0.097100718,-0.169296085,0.15319195,-0.048162469,0.031660192,-0.002911368,-0.257260296,0.000865261,0.305438212
987,-0.539082128,0.172767782,0.729106395,-0.106897955,-0.175418426,0.144821368,-0.029757097,0.048664475,-0.004216317,-0.225245727,0.015337944,0.289903815
988,-0.430622229,0.195477089,0.67983605,-0.121771177,-0.157132896,0.148706654,-0.01629029,0.064486315,-0.000651676,-0.189561232,0.034276836,0.275963676
989,-0.308480341,0.226399852,0.582234392,-0.134220389,-0.137575972,0.162219534,-0.00277022,0.072973011,-0.003159574,-0.148490317,0.053932297,0.247098117
990,-0.151739728,0.252268201,0.458907663,-0.155368285,-0.098559597,0.173528913,-0.000316384,0.07419407,-0.001973136,-0.102474799,0.075967558,0.21015448
991,0.035827772,0.287706086,0.313599735,-0.193736714,-0.05714904,0.175392061,-0.006446181,0.065699385,0.000454868,-0.054785041,0.098752144,0.163148888
992,0.24205844,0.298656738,0.145036552,-0.241950316,-0.015742212,0.174949976,-0.022399848,0.052334844,0.000548878,-0.007430575,0.11174979,0.106845135
993,0.24205844,0.298656738,0.145036552,-0.28766534,0.029225263,0.160032279,-0.03837695,0.041424938,0.004274906,-0.027994617,0.123102313,0.103114579
994,0.427685562,0.295780791,-0.101761516,-0.309864918,0.052241101,0.139908635,-0.053111688,0.032910812,0.001972603,0.021569652,0.126977568,0.013373241
995,0.624279847,0.296715028,-0.31971675,-0.298886037,0.091050282,0.1219307,-0.058038536,0.032916138,0.002025867,0.089118425,0.140227149,-0.065253394
996,0.824327453,0.311336315,-0.485780024,-0.259452078,0.103050752,0.101076551,-0.058057711,0.035363583,0.004452006,0.168939221,0.149916883,-0.126750489
997,1.01169788,0.343484131,-0.570815556,-0.259452078,0.103050752,0.101076551,-0.058057711,0.035363583,0.004452006,0.23139603,0.160632822,-0.155095666
998,1.151820101,0.415071765,-0.577938713,-0.199055579,0.107743775,0.082364648,-0.054359379,0.031731564,0.008008125,0.299468381,0.184849035,-0.16252198
999,1.20677949,0.501536616,-0.552703931,-0.132422756,0.096600842,0.061080931,-0.044564272,0.045102764,0.007980695,0.343264154,0.214413407,-0.161214102
1000,1.222501994,0.55514019,-0.536884221,-0.070616646,0.058728295,0.044515803,-0.034711642,0.046301452,0.00667548,0.372391235,0.220056646,-0.161897646
